PWS ID,PWS Name,PWS Type,Primary Source,Counties Served,Cities Served,PopulationServed Count,Number of Facilities,Number of Violations,Number of Site Visits
GA0870022,MAC'S POINT LODGE AND MARINA,Transient non-community system,Ground water,Decatur,BAINBRIDGE,60,3,16,4
GA1930023,MACON CO.-WHITEWATER CREEK PARK,Transient non-community system,Ground water,Macon,OGLETHORPE,103,3,9,3
GA0330041,MADE IN THE SHADE,Transient non-community system,Ground water,Burke,,100,9,0,2
GA1270075,MARSH HAVEN,Transient non-community system,Ground water,Glynn,BRUNSWICK,62,4,16,5
GA1790141,MCDONALDS RESTAURANT,Transient non-community system,Ground water,Liberty,,200,4,2,4
GA1910120,MCINTOSH LAKE CAMPGROUND & RV PARK,Transient non-community system,Ground water,McIntosh,,26,3,2,3
GA0530009,MCKENNA MOUNT RANGE,Transient non-community system,Ground water,Chattahoochee,,164,5,2,4
GA1990054,MERIWETHER STEAK CO. LLC,Transient non-community system,Ground water,Meriwether,WARM SPRINGS,400,3,4,4
GA1050052,MICHAEL CASE RV CAMPGROUND,Transient non-community system,Ground water,Elbert,ELBERTON,28,3,6,2
GA0310225,MILL CREEK LODGE,Transient non-community system,Ground water,Bulloch,,44,3,2,3
GA1150013,MISTY MTN. GIRL SCOUT CAMP  1,Transient non-community system,Ground water,Floyd,ARMUCHEE,25,4,6,3
GA1150058,MISTY MTN. GIRL SCOUT CAMP 2,Transient non-community system,Ground water,Floyd,,150,5,8,5
GA1450033,MOUNTAIN TOP WS,Transient non-community system,Ground water,Harris,,63,4,48,7
GA1070041,MPR PUBLIC WATER SYSTEM,Transient non-community system,Ground water,Emanuel,SUMMERTOWN,25,3,0,1
GA0870071,MR BIG`S APARTMENTS,Transient non-community system,Ground water,Decatur,,45,3,10,6
GA2410052,MR. BUD`S CAMPGROUND,Transient non-community system,Ground water,Rabun,,235,3,16,2
GA1870019,MT. VIEW CAMPGROUND & REST.,Transient non-community system,Ground water,Lumpkin,,195,2,27,3
GA1390132,MUD CREEK STATION,Transient non-community system,Ground water,Hall,LULA,25,3,1,2
GA1270169,MUDCAT CHARLIES,Transient non-community system,Ground water,Glynn,BRUNSWICK,60,3,1,4
GA1790137,MULTIPURPOSE RANGE COMPLEX,Transient non-community system,Ground water,Liberty,FORT STEWART (U.S. ARMY),26,3,3,5
GA1330061,N. SHORE LANDING RESORT,Transient non-community system,Ground water,Greene,GREENSBORO,62,3,17,4
GA3110084,NACOOCHEE VALLEY GUEST HOUSE,Transient non-community system,Ground water,White,SAUTEE,35,2,11,6
GA3110096,"NACOOCHEE VILLAGE, L.P.",Transient non-community system,Ground water,White,HELEN,125,2,6,3
GA1030067,NEW EBENEZER RETREAT CENTER,Transient non-community system,Ground water,Effingham,,125,3,15,4
GA1090019,NORTHSIDE INN,Transient non-community system,Ground water,Evans,CLAXTON,68,2,8,4
GA0370005,NOTHING FANCY CATFISH HOUSE,Transient non-community system,Ground water,Calhoun,LEARY,74,3,3,5
GA1450044,OAKHURST,Transient non-community system,Ground water,Harris,,188,2,9,2
GA0310073,OGEECHEE RIVERVIEW POA,Transient non-community system,Ground water,Bulloch,BROOKLET,39,4,11,4
GA1270104,OGLETHORPE PLAZA,Transient non-community system,Ground water,Glynn,BRUNSWICK,30,3,10,4
GA2670052,OHOOPEE MATCH CLUB,Transient non-community system,Ground water,Tattnall,COBBTOWN,25,4,4,1
GA2990040,OKEFENOKEE SWAMP ASSOC. INC.,Transient non-community system,Ground water,Ware,WAYCROSS,200,4,8,4
GA1690032,OLD CLINTON BBQ HOUSE,Transient non-community system,Ground water,Jones,,208,3,7,3
GA0870076,PACIFIC TOMATO GROWERS,Transient non-community system,Ground water,Decatur,,183,6,0,3
GA2910012,PAPPY`S MARKET PLACE,Transient non-community system,Ground water,Union,BLAIRSVILLE,150,2,39,3
GA1470054,PARADISE PT-ROCKY POINT,Transient non-community system,Ground water,Hart,,15,3,4,4
GA3110074,"PARADISE VALLEY CAMPGROUND #1 POA, INC.",Transient non-community system,Ground water,White,CLEVELAND,400,3,5,4
GA3110101,"PARADISE VALLEY CAMPGROUND #2 POA, INC.",Transient non-community system,Ground water,White,,200,3,6,4
GA0850019,PARADISE VALLEY RESORT,Transient non-community system,Ground water,Dawson,DAWSONVILLE,150,5,22,4
GA1850169,PARK MARK PROPERTIES RV PARK,Transient non-community system,Ground water,Lowndes,LAKE PARK,52,4,8,3
GA0310019,PARKWOOD MOTEL & RESTAURANT,Transient non-community system,Ground water,Bulloch,STATESBORO,50,3,6,4
GA0610005,PATAULA SHORES MOBILE HOME PARK,Transient non-community system,Ground water,Clay,,81,4,28,6
GA0310210,PATRIOT INN,Transient non-community system,Ground water,Bulloch,REGISTER,115,2,3,4
GA0190028,PENFIELD CHRISTIAN HOME-SOUTH,Transient non-community system,Ground water,Berrien,,33,3,1,2
GA1330077,PENFIELD CHRISTIAN HOMES - CENTRAL,Transient non-community system,Ground water,Greene,UNION POINT,25,3,3,2
GA0810022,PERLIS TRUCK STOP,Transient non-community system,Ground water,Crisp,CORDELE,150,7,32,3
GA0750043,PIDDLER`S RIDGE RV PARK,Transient non-community system,Ground water,Cook,ADEL,31,3,8,3
GA0510260,PILOT TRAVEL CENTERS LLC #72,Transient non-community system,Ground water,Chatham,,200,3,10,6
GA3050055,PINE FOREST COUNTRY CLUB,Transient non-community system,Ground water,Wayne,JESUP,75,2,11,3
GA1870003,PINE VALLEY RECREATION AREA,Transient non-community system,Ground water,Lumpkin,DAHLONEGA,75,3,2,4
GA1050050,PINE-DER-ROSA,Transient non-community system,Ground water,Elbert,,8,4,2,3
GA2190074,"PINELAKE CAMPGROUND, LLC",Transient non-community system,Ground water,Oconee,BISHOP,75,5,0,2
GA0330058,PLANT VOGTLE CAMPGROUND,Transient non-community system,Ground water,Burke,,57,3,2,1
GA2930053,PLEASANT VALLEY CAMPGROUND,Transient non-community system,Ground water,Upson,,50,2,4,4
GA1910092,PLEASURE BLUFF HOA,Transient non-community system,Ground water,McIntosh,,120,8,1,4
GA0870060,POND HOUSE RESTAURANT,Transient non-community system,Ground water,Decatur,,50,2,11,4
GA2250019,PONDEROSA PARK,Transient non-community system,Ground water,Peach,,27,3,2,3
GA1870040,R RANCH ONE LTD.,Transient non-community system,Ground water,Lumpkin,DAHLONEGA,255,5,18,4
GA1850330,RAISIN CANE,Transient non-community system,Ground water,Lowndes,VALDOSTA,100,3,1,2
GA2450164,RANGE CONTROL COMPLEX,Transient non-community system,Ground water,Richmond,FORT GORDON (U.S. ARMY),100,5,0,2
GA0190014,RAY`S MILL POND CAFE,Transient non-community system,Ground water,Berrien,,250,3,2,3
GA1570039,REDD HOUSE RESTAURANT,Transient non-community system,Ground water,Jackson,JEFFERSON,200,2,17,3
GA1230049,RIVER BEND SUBDIVISION,Transient non-community system,Ground water,Gilmer,,91,3,5,3
GA2410103,RIVER FALLS AT THE GORGE,Transient non-community system,Ground water,Rabun,TALLULAH FALLS,300,5,36,3
GA2410122,"RIVER VISTA, LLC RV PARK",Transient non-community system,Ground water,Rabun,,660,5,10,2
GA0330063,RIVER WOODS RV PARK,Transient non-community system,Ground water,Burke,GIRARD,130,3,3,2
GA2910101,RIVER'S EDGE RV PARK PHASE II,Transient non-community system,Ground water,Union,,252,4,1,2
GA2930055,RIVERBEND RESTAURANT,Transient non-community system,Ground water,Upson,,200,2,1,4
GA3110073,"RIVERSIDE RV LOT OWNERS ASSOCIATION, INC",Transient non-community system,Ground water,White,,177,3,7,3
GA1050041,RIVER`S EDGE CAMPGROUND,Transient non-community system,Ground water,Elbert,,390,3,1,3
GA2910077,"RIVER`S EDGE RV PARK, HOA",Transient non-community system,Ground water,Union,,30,4,13,2
GA1230066,ROCK CREEK #1,Transient non-community system,Ground water,Gilmer,,44,2,7,0
GA1230067,ROCK CREEK #2,Transient non-community system,Ground water,Gilmer,,44,2,5,0
GA1450034,ROYAL LODGE ESTATES HOA,Transient non-community system,Ground water,Harris,,18,3,43,4
GA1110045,RUSTIC RIDGE I POA,Transient non-community system,Ground water,Fannin,BLUE RIDGE,26,4,7,5
GA1110049,RUSTIC RIDGE II,Transient non-community system,Ground water,Fannin,BLUE RIDGE,26,4,15,5
GA0510207,SANDMAN MOTEL,Transient non-community system,Ground water,Chatham,SAVANNAH,25,5,25,5
GA0510189,SASSER`S SEAFOOD INC.,Transient non-community system,Ground water,Chatham,,50,2,7,4
GA0250027,SATILLA WATER SYSTEM,Transient non-community system,Ground water,Brantley,,100,4,0,3
GA1370067,SAUTEE RESORT,Transient non-community system,Ground water,Habersham,,44,5,0,3
GA0510265,SAVANNAH BEND MARINA,Transient non-community system,Ground water,Chatham,THUNDERBOLT,25,3,15,4
GA2510057,SAVANNAH RIVER CHALLENGE PROGRAM,Transient non-community system,Ground water,Screven,,220,5,3,4
GA0510216,SAVANNAH YACHT CLUB,Transient non-community system,Ground water,Chatham,,175,4,14,3
GA2410130,SEASONS OF LAKE BURTON,Transient non-community system,Ground water,Rabun,,26,4,0,2
GA2270006,SHARPTOP COVE,Transient non-community system,Ground water,Pickens,JASPER,90,7,6,3
GA2270007,SHARPTOP COVE-PIONEER CAMP,Transient non-community system,Ground water,Pickens,JASPER,25,3,15,3
GA1390100,"SHM AQUALAND, LLC",Transient non-community system,Ground water,Hall,FLOWERY BRANCH,250,6,22,5
GA2890029,SHORT STOP CAFE-JET FOOD #54,Transient non-community system,Ground water,Twiggs,,600,4,4,4
GA1410022,SHOULDERBONE CAMPGROUND,Transient non-community system,Ground water,Hancock,SPARTA,455,5,5,3
GA2310025,SHRI RAM CHANDRA MISSION,Transient non-community system,Ground water,Pike,MOLENA,153,3,13,3
GA1110078,SKEENAH CREEK CAMPGROUND,Transient non-community system,Ground water,Fannin,,65,3,3,4
GA1110114,SMOKEY MOUNTAIN VENTURES,Transient non-community system,Ground water,Fannin,,208,5,1,1
GA2750068,SOUTH EDEN PLANTATION,Transient non-community system,Ground water,Thomas,THOMASVILLE,100,4,20,3
GA2410135,"SOUTHEASTERN EXPEDITIONS, LLC",Transient non-community system,Ground water,Rabun,,75,3,11,4
GA0010011,SOUTHERN NUCLEAR-HATCH REC,Transient non-community system,Ground water,Appling,,50,3,2,4
GA0330036,SOUTHERN NUCLEAR-VOGTLE RECREATION AREA,Transient non-community system,Ground water,Burke,,400,3,1,4
GA1270103,SOUTHERN RETREAT RV PARK,Transient non-community system,Ground water,Glynn,BRUNSWICK,40,5,28,3
GA0870058,SP TRUCK STOP,Transient non-community system,Ground water,Decatur,,217,3,5,6
GA2530014,SPRING CREEK PARK RESORT,Transient non-community system,Ground water,Seminole,DONALSONVILLE,550,2,25,4
GA2770085,SPRINGHILL COUNTRY CLUB,Transient non-community system,Ground water,Tift,,300,3,6,4
GA3110103,STRONG ROCK CAMP & RETREAT,Transient non-community system,Surface water purchased,White,,350,4,10,3
GA2410123,SUE B PENNINGTON TRUST WATER SYSTEM,Transient non-community system,Ground water,Rabun,,50,2,6,3
GA2370010,SUGAR CREEK FARMS CAMPGROUND,Transient non-community system,Ground water,Putnam,EATONTON,234,3,2,4
GA2410113,SUGAR MILL CREEK RV RESORT,Transient non-community system,Ground water,Rabun,,100,2,21,6
GA2610049,SUMTER CO.- REGIONAL PARK,Transient non-community system,Ground water,Sumter,AMERICUS,750,3,13,5
GA1190048,SUNSET CAMPGROUND,Transient non-community system,Ground water,Franklin,,110,4,24,6
GA2910091,SUNSET VALLEY RV PARK,Transient non-community system,Ground water,Union,,52,5,0,1
GA0490008,SUWANEE CANAL RECREATION CTR.,Transient non-community system,Ground water,Charlton,FOLKSTON,591,5,6,5
GA0510283,SWAMP FOX WATER SYSTEM,Transient non-community system,Ground water,Chatham,PORT WENTWORTH,100,3,5,3
GA3110079,SWEETWATER COFFEE HOUSE,Transient non-community system,Ground water,White,SAUTEE,27,3,5,4
GA2410096,SWEETWATER LODGE,Transient non-community system,Ground water,Rabun,,75,3,35,3
GA3110095,TANGLEWOOD RESTAURANT,Transient non-community system,Ground water,White,HELEN,182,3,6,2
GA2730017,TERRELL CO RECREATION COMPLEX,Transient non-community system,Ground water,Terrell,,150,3,0,3
GA0990009,THE LOG CABIN RESTAURANT,Transient non-community system,Ground water,Early,,72,3,6,9
GA2930057,THE ROCK RANCH - RED BARN,Transient non-community system,Ground water,Upson,THOMASTON,96,5,0,1
GA2250024,THE ROYAL INN,Transient non-community system,Ground water,Peach,BYRON,200,5,1,4
GA0510206,THE TRAVELER`S INN,Transient non-community system,Ground water,Chatham,SAVANNAH,66,2,6,4
GA2070077,THE WHISTLE STOP CAFÉ,Transient non-community system,Ground water,Monroe,JULIETTE,150,2,0,0
GA2750006,THOMASVILLE COLD STORAGE,Transient non-community system,Ground water,Thomas,,31,6,20,4
GA2750051,THOMASVILLE-AREA GOLF COURSE,Transient non-community system,Ground water,Thomas,THOMASVILLE,200,4,1,4
GA0510168,THUNDERBIRD MOTEL,Transient non-community system,Ground water,Chatham,SAVANNAH,35,3,13,3
GA1110044,TOCCOA RIVER RESTAURANT,Transient non-community system,Ground water,Fannin,BLUE RIDGE,25,2,23,2
GA1110052,TOCCOA VALLEY CAMPGROUND,Transient non-community system,Ground water,Fannin,BLUE RIDGE,60,2,9,4
GA2910029,TRACK ROCK CAMPGROUND,Transient non-community system,Ground water,Union,,143,7,9,3
GA0490012,TRADERS-HILL RECREATION AREA,Transient non-community system,Ground water,Charlton,FOLKSTON,200,3,24,5
GA0730052,TRADEWINDS MARINA,Transient non-community system,Ground water,Columbia,,250,5,17,4
GA2530039,TRAILS END MARINA AND RESORT,Transient non-community system,Ground water,Seminole,,81,3,8,5
GA0530012,TRICOLOR ROAD,Transient non-community system,Ground water,Muscogee,COLUMBUS,48,3,1,1
GA1870042,TURNER CAMPSITES,Transient non-community system,Ground water,Lumpkin,,343,3,1,3
GA2870033,TURNER CO. RECREATION DEPARTMENT,Transient non-community system,Ground water,Turner,ASHBURN,350,3,20,3
GA3030042,TWIN CITY COUNTRY CLUB,Transient non-community system,Ground water,Washington,SANDERSVILLE,210,2,18,3
GA2910057,TWIN CREEKS RV PARK HOA,Transient non-community system,Ground water,Union,BLAIRSVILLE,164,5,41,4
GA1530049,TWIN OAKS RV CAMPING,Transient non-community system,Ground water,Houston,ELKO,65,3,6,6
GA2910047,TWO WHEELS ONLY MOTORCYCLE RESORT,Transient non-community system,Ground water,Union,SUCHES,75,3,9,2
GA2370001,UGA-ROCK EAGLE 4H CENTER,Transient non-community system,Ground water,Putnam,EATONTON,137,9,9,4
GA0930034,"UNADILLA HOLDING COMPANY, LLC",Transient non-community system,Ground water,Dooly,,50,4,2,4
GA0850025,UNDER THE HEMLOCK,Transient non-community system,Ground water,Dawson,DAWSONVILLE,26,2,9,3
GA3110015,UNICOI SPRINGS CAMP RESORT,Transient non-community system,Ground water,White,HELEN,808,5,8,3
GA3110021,URJ CAMP COLEMAN,Transient non-community system,Ground water,White,CLEVELAND,100,4,13,3
GA1790116,USA FORT STEWART HOLBROOK AREA,Transient non-community system,Ground water,Liberty,FORT STEWART (U.S. ARMY),25,3,2,4
GA1790171,USA QUALIFICATION TRAINING RANGE (QTR),Transient non-community system,Ground water,Liberty,FORT STEWART (U.S. ARMY),200,3,0,1
GA2450168,USA-FORT GORDON RANGE 14,Transient non-community system,Ground water,Richmond,,28,3,0,3
GA2450169,USA-FORT GORDON RNCOA TACTICAL TRAINING,Transient non-community system,Ground water,Richmond,,50,3,2,1
GA1090036,USA-FORT STEWART CAMP OLIVER,Transient non-community system,Ground water,Evans,,300,3,3,3
GA1790167,USA-FORT STEWART DMPRC,Transient non-community system,Ground water,Liberty,,200,3,0,2
GA1790117,USA-FORT STEWART EVANS HELLAPORT,Transient non-community system,Ground water,Liberty,FORT STEWART (U.S. ARMY),75,3,2,5
GA1790156,USA-FORT STEWART RED CLOUD ALPHA,Transient non-community system,Ground water,Liberty,,100,3,0,3
GA0530013,USA-FT.BENNING- GOOD HOPE,Transient non-community system,Ground water,Chattahoochee,FORT BENNING (U.S. ARMY),40,3,0,2
GA0510073,USA-HUNTER AF 702 RADER # 4-4A,Transient non-community system,Ground water,Chatham,,28,3,3,5
GA0510231,USA-HUNTER AF LOTTS ISL WELL 7,Transient non-community system,Ground water,Chatham,,25,3,3,4
GA0510232,USA-HUNTER AF REC AREA #3,Transient non-community system,Ground water,Chatham,,30,3,3,5
GA0870040,USCE RIVER JUNCTION ACCESS AREA,Transient non-community system,Ground water,Decatur,,20,2,3,4
GA1810039,USCE-AMITY RECREATION AREA,Transient non-community system,Ground water,Lincoln,,312,2,2,4
GA1890006,USCE-BIG HART CAMPGROUND #2,Transient non-community system,Ground water,McDuffie,,364,3,9,3
GA1890040,USCE-BIG HART DAY USE PARK,Transient non-community system,Ground water,McDuffie,,"2,909",4,3,3
GA1890005,USCE-BIG HART GROUP CAMP,Transient non-community system,Ground water,McDuffie,,441,5,7,5
GA0870049,USCE-CHATTAHOOCHEE PARK,Transient non-community system,Ground water,Decatur,,45,3,3,4
GA2390006,USCE-COOL BRANCH PARK,Transient non-community system,Ground water,Quitman,,25,3,6,4
GA0870037,USCE-HALES LANDING,Transient non-community system,Ground water,Decatur,,25,3,7,4
GA2850063,USCE-HOLIDAY PARK NO. 27,Transient non-community system,Ground water,Troup,WEST POINT,274,3,1,7
GA2850068,USCE-HOLIDAY PARK NO.21,Transient non-community system,Ground water,Troup,WEST POINT,274,3,3,8
GA2850065,USCE-HOLIDAY PARK NO.22,Transient non-community system,Ground water,Troup,WEST POINT,274,3,3,7
GA2850064,USCE-HOLIDAY PARK NO.23,Transient non-community system,Ground water,Troup,WEST POINT,274,3,3,8
GA2850067,USCE-HOLIDAY PARK NO.25,Transient non-community system,Ground water,Troup,WEST POINT,135,3,3,7
GA2850070,USCE-HOLIDAY PARK WELL NO.24,Transient non-community system,Ground water,Troup,WEST POINT,135,3,2,7
GA2850062,USCE-HOLIDAY PARK WELL NO.26,Transient non-community system,Ground water,Troup,WEST POINT,274,3,1,7
GA1470039,USCE-PAYNES CREEK,Transient non-community system,Ground water,Hart,HARTWELL,130,2,8,4
GA2530021,USCE-SEALY LANDING,Transient non-community system,Ground water,Seminole,DONALSONVILLE,26,3,6,4
GA0730070,USCE-WEST DAM,Transient non-community system,Ground water,Columbia,,610,3,5,3
GA2850125,USCE-WHITETAIL RIDGE-20,Transient non-community system,Ground water,Troup,WEST POINT,53,3,2,7
GA2410104,USFS WILLIS KNOB HORSE TRAILS,Transient non-community system,Ground water,Rabun,CLAYTON,45,2,5,3
GA3110038,USFS-ANDREW COVE AREA,Transient non-community system,Ground water,White,,75,2,19,7
GA3110039,USFS-ANNA RUBY FALLS REC.,Transient non-community system,Ground water,White,,550,3,6,3
GA2810013,USFS-BRASSTOWN BALD AREA,Transient non-community system,Ground water,Towns,,150,3,2,4
GA2910037,USFS-COOPER CREEK CAMPING AREA,Transient non-community system,Ground water,Union,,55,3,4,2
GA1870023,USFS-DESOTO FALLS,Transient non-community system,Ground water,Lumpkin,,75,3,4,2
GA1870024,USFS-DOCKERY LAKE NO.1,Transient non-community system,Ground water,Lumpkin,,100,4,4,5
GA2130026,USFS-LAKE CONASAUGA REC.AREA,Transient non-community system,Ground water,Murray,CHATSWORTH,75,5,6,3
GA2910020,USFS-LAKE WINFIELD SCOTT,Transient non-community system,Ground water,Union,BLAIRSVILLE,75,7,1,2
GA2370041,USFS-OCONEE WORK CENTER,Transient non-community system,Ground water,Putnam,EATONTON,26,5,0,4
GA1150029,USFS-POCKET AREA,Transient non-community system,Ground water,Floyd,,25,3,2,2
GA2410042,USFS-RABUN BEACH CAMPING AREA,Transient non-community system,Ground water,Rabun,CLAYTON,410,3,8,2
GA2810031,USFS-SANDY BOTTOMS,Transient non-community system,Ground water,Towns,,25,2,31,8
GA2410045,USFS-TALLULAH RIVER CAMP AREA,Transient non-community system,Ground water,Rabun,CLAYTON,68,3,10,6
GA2810012,USFS-TATE BRANCH AREA,Transient non-community system,Ground water,Towns,,30,2,14,5
GA1450014,VALLEY INN,Transient non-community system,Ground water,Harris,HAMILTON,85,5,7,4
GA1470059,VIEW POINT RV CAMPSITE,Transient non-community system,Ground water,Hart,HARTWELL,343,6,13,4
GA0330066,VOGTLE RV PARK,Transient non-community system,Ground water,Burke,GIRARD,35,3,0,2
GA1870011,WAHSEGA 4-H CENTER,Transient non-community system,Ground water,Lumpkin,DAHLONEGA,200,3,12,3
GA2870024,WANEE LAKE GOLF & RV PARK,Transient non-community system,Ground water,Turner,ASHBURN,34,3,14,4
GA3030043,WARTHEN RV PARK,Transient non-community system,Ground water,Washington,WARTHEN,15,5,4,3
GA1130035,WENDELL COFFEE GOLF CENTER,Transient non-community system,Ground water,Fayette,,25,2,20,3
GA1110054,WHISPERING PINES CAMPGROUND,Transient non-community system,Ground water,Fannin,MORGANTON,65,2,23,4
GA2910103,WILDCAT LODGE & CAMPGROUND,Transient non-community system,Ground water,Union,,60,3,2,2
GA0510134,WILMINGTON ISLAND WATER SUPPLY,Transient non-community system,Ground water,Chatham,,100,3,33,4
